month,mjv_levy,mjv_change,dsv_levy,dsv_change
2026-07-01 00:00:00,0.42,-0.0869565217391305,,
2026-06-01 00:00:00,0.46,-0.07999999999999996,0.3192,-0.14054927302100167
2026-05-01 00:00:00,0.5,0.3333333333333333,0.3714,0.39414414414414406
2026-04-01 00:00:00,0.375,0.6666666666666666,0.2664,1.284734133790738
2026-03-01 00:00:00,0.225,,0.1166,
