element,weight_band,price
29,100 to < 150,20.35
30,1 to < 5,286.07
30,5 to < 10,317.48
30,10 to < 15,365.03
30,15 to < 20,398.14
30,20 to < 25,427
30,25 to < 30,451.61
30,30 to < 35,501.71
30,35 to < 40,677.43
30,40 to < 45,833.63
30,45 to < 50,1011.9
30,50 to < 60,1411.73
30,60 to < 70,1972.01
30,70 to < 80,2531.44
30,80 to < 90,3089.17
30,90 to < 100,3647.75
30,100 to < 150,20.79
