suburb,col2,col3,col4,town_code
LYNNWOOD MANOR EXT 3,0081,81,M,PTA
LYNNWOOD MANOR EXT 4,0081,81,M,PTA
LYNNWOOD MANOR EXT 6,0081,81,M,PTA
LYNNWOOD MANOR UIT 2,0081,81,M,PTA
LYNNWOOD MANOR UIT 3,0081,81,M,PTA
LYNNWOOD PARK,0081,81,M,PTA
LYNNWOOD RIDGE,0081,81,M,PTA
LYNNWOODRIF,0081,81,M,PTA
MAROELANA,0081,81,M,PTA
MENLO PARK,0081,81,M,PTA
MENLOPARK,0081,81,M,PTA
MOOIKLOOF,0081,81,M,PTA
MOOIKLOOF RIDGE,0081,81,M,PTA
MOOIKLOOFRIF,0081,81,M,PTA
MORELETA PARK EXT 52,0081,81,M,PTA
MORELETAPARK EXT 31,0081,81,M,PTA
MORELETAPARK EXT 52,0081,81,M,PTA
MORELETAPARK UIT 31,0081,81,M,PTA
MORELETAPARK UIT 52,0081,81,M,PTA
OLYMPUS,0081,81,M,PTA
OLYMPUS AH,0081,81,M,PTA
PRETORIUS PARK,0081,81,M,PTA
PRETORIUS PARK EXT 1,0081,81,M,PTA
PRETORIUS PARK EXT 10,0081,81,M,PTA
PRETORIUS PARK EXT 12,0081,81,M,PTA
PRETORIUS PARK EXT 13,0081,81,M,PTA
PRETORIUS PARK EXT 14,0081,81,M,PTA
PRETORIUS PARK EXT 15,0081,81,M,PTA
PRETORIUS PARK EXT 16,0081,81,M,PTA
PRETORIUS PARK EXT 17,0081,81,M,PTA
PRETORIUS PARK EXT 18,0081,81,M,PTA
PRETORIUS PARK EXT 19,0081,81,M,PTA
PRETORIUS PARK EXT 21,0081,81,M,PTA
PRETORIUS PARK EXT 22,0081,81,M,PTA
PRETORIUS PARK EXT 25,0081,81,M,PTA
PRETORIUS PARK EXT 26,0081,81,M,PTA
PRETORIUS PARK EXT 27,0081,81,M,PTA
PRETORIUS PARK EXT 28,0081,81,M,PTA
PRETORIUS PARK EXT 29,0081,81,M,PTA
PRETORIUS PARK EXT 3,0081,81,M,PTA
PRETORIUS PARK EXT 30,0081,81,M,PTA
PRETORIUS PARK EXT 31,0081,81,M,PTA
PRETORIUS PARK EXT 5,0081,81,M,PTA
PRETORIUS PARK EXT 6,0081,81,M,PTA
PRETORIUS PARK EXT 8,0081,81,M,PTA
PRETORIUS PARK UIT 8,0081,81,M,PTA
PRETORIUSPARK,0081,81,M,PTA
SILVER LAKES,0081,81,M,PTA
SILVER LAKES EXT 1,0081,81,M,PTA
SILVER LAKES EXT 2,0081,81,M,PTA
SILVER LAKES EXT 3,0081,81,M,PTA
SILVER LAKES EXT 4,0081,81,M,PTA
SILVER LAKES UIT 1,0081,81,M,PTA
SILVER LAKES UIT 2,0081,81,M,PTA
SILVER LAKES UIT 3,0081,81,M,PTA
SILVER LAKES UIT 4,0081,81,M,PTA
SWAVELPOORT,0081,81,M,PTA
WAPADRAND,0081,81,M,PTA
WAPADRAND EXT 1,0081,81,M,PTA
WAPADRAND EXT 10,0081,81,M,PTA
WAPADRAND EXT 11,0081,81,M,PTA
WAPADRAND EXT 12,0081,81,M,PTA
WAPADRAND EXT 17,0081,81,M,PTA
WAPADRAND EXT 18,0081,81,M,PTA
WAPADRAND EXT 21,0081,81,M,PTA
WAPADRAND EXT 27,0081,81,M,PTA
WAPADRAND EXT 29,0081,81,M,PTA
WAPADRAND EXT 3,0081,81,M,PTA
WAPADRAND EXT 31,0081,81,M,PTA
WAPADRAND EXT 32,0081,81,M,PTA
WAPADRAND EXT 34,0081,81,M,PTA
WAPADRAND EXT 4,0081,81,M,PTA
WAPADRAND EXT 44,0081,81,M,PTA
WAPADRAND EXT 5,0081,81,M,PTA
WAPADRAND EXT 6,0081,81,M,PTA
WAPADRAND EXT 8,0081,81,M,PTA
WAPADRAND UIT 1,0081,81,M,PTA
WAPADRAND UIT 11,0081,81,M,PTA
WAPADRAND UIT 3,0081,81,M,PTA
WAPADRAND UIT 6,0081,81,M,PTA
WILLOW ACRES,0081,81,M,PTA
WILLOW ACRES ESTATE,0081,81,M,PTA
WILLOW ACRES EXT 12,0081,81,M,PTA
WILLOW ACRES LANDGOED,0081,81,M,PTA
WILLOW ACRES UIT 12,0081,81,M,PTA
WILLOW GLEN,0081,81,M,PTA
WOODHILL,0081,81,M,PTA
ZWAVELPOORT,0081,81,M,PTA
BOOYSENS,0082,82,M,PTA
BOOYSENS EXT 1,0082,82,M,PTA
BOOYSENS UIT 1,0082,82,M,PTA
CLAREMONT,0082,82,M,PTA
DASPOORT,0082,82,M,PTA
HERCULES,0082,82,M,PTA
HERMANSTAD,0082,82,M,PTA
HERMANSTAD EXT 2,0082,82,M,PTA
MOUNTAIN VIEW,0082,82,M,PTA
MOUNTAIN VIEW EXT 1,0082,82,M,PTA
MOUNTAIN VIEW EXT 2,0082,82,M,PTA
MOUNTAIN VIEW EXT 3,0082,82,M,PTA
NICOMAR,0082,82,M,PTA
PRETORIA GARDENS,0082,82,M,PTA
PRETORIA GARDENS EXT 1,0082,82,M,PTA
PRETORIA GARDENS EXT 2,0082,82,M,PTA
PRETORIA GARDENS EXT 3,0082,82,M,PTA
PRETORIA TUINE,0082,82,M,PTA
SUIDERBERG,0082,82,M,PTA
ARCADIA,0083,83,M,PTA
ARCADIA EXT 6,0083,83,M,PTA
ARCADIA EXT 7,0083,83,M,PTA
ARCADIA EXT 8,0083,83,M,PTA
ARCADIA EXT 9,0083,83,M,PTA
BRYNTIRION,0083,83,M,PTA
COLBYN,0083,83,M,PTA
EASTWOOD,0083,83,M,PTA
HATFIELD,0083,83,M,PTA
HILLCREST,0083,83,M,PTA
HILLCREST EXT,0083,83,M,PTA
HILLCREST UIT,0083,83,M,PTA
PRETORIA UNIVERSITY AND SCHOOLS,0083,83,M,PTA
PRETORIA UNIVERSITY SPORTS GROUNDS,0083,83,M,PTA
CAPITAL PARK,0084,84,M,PTA
CAPITAL PARK EXT 1,0084,84,M,PTA
CAPITAL PARK EXT 4,0084,84,M,PTA
CAPITALPARK UIT 4,0084,84,M,PTA
DEERNESS,0084,84,M,PTA
ELOFFSDAL,0084,84,M,PTA
ELOFFSDAL EXT 1,0084,84,M,PTA
ELOFFSDAL EXT 13,0084,84,M,PTA
ELOFFSDAL EXT 2,0084,84,M,PTA
ELOFFSDAL EXT 3,0084,84,M,PTA
ELOFFSDAL EXT 4,0084,84,M,PTA
ELOFSDAL,0084,84,M,PTA
GEZINA,0084,84,M,PTA
LES MARAIS,0084,84,M,PTA
MAYVILLE,0084,84,M,PTA
MOOT,0084,84,M,PTA
PARKTOWN,0084,84,M,PTA
PARKTOWN ESTATE,0084,84,M,PTA
PARKTOWN ESTATES,0084,84,M,PTA
PARKTOWN LANDGOED,0084,84,M,PTA
PIERNEEFRANT,0084,84,M,PTA
RIETFONTEIN,0084,84,M,PTA
RIETONDALE,0084,84,M,PTA
RIVIERA,0084,84,M,PTA
ROSEVILLE,0084,84,M,PTA
ROSEVILLE EXT 1,0084,84,M,PTA
ROSEVILLE EXT 2,0084,84,M,PTA
ROSEVILLE EXT 3,0084,84,M,PTA
SHERE,0084,84,M,PTA
WONDERBOOM SOUTH,0084,84,M,PTA
WONDERBOOM-SUID,0084,84,M,PTA
CIPRO,0086,86,M,PTA
INNOVATION HUB,0087,87,M,PTA
ATTERIDGEVILLE EAST,0089,89,S,ATT
ATTERIDGEVILLE-OOS,0089,89,S,ATT
MAHUBE,0090,90,M,PTA
WILLOW ACRES,0095,95,M,PTA
WILLOW ACRES ESTATE,0095,95,M,PTA
WILLOW ACRES LANDGOED,0095,95,M,PTA
BLUE VALLEY GOLF AND RESIDENTIAL ESTATE,0096,96,M,PTA
BLUE VALLEY GOLF ESTATE,0096,96,M,PTA
MORELETA VILLAGE,0097,97,M,PTA
MAMELODI,0101,101,M,PTA
MAMELODI BLOCK K,0101,101,M,PTA
MAMELODI BLOK K,0101,101,M,PTA
MAMELODI SECTION N,0101,101,M,PTA
MAMELODI SEKSIE N,0101,101,M,PTA
MAMELODI WEST,0101,101,M,PTA
MAMELODI WEST SECTION A,0101,101,M,PTA
MAMELODI WEST SECTION C,0101,101,M,PTA
MAMELODI WEST SECTION D,0101,101,M,PTA
MAMELODI WEST SECTION F,0101,101,M,PTA
MAMELODI WEST SECTION H,0101,101,M,PTA
MAMELODI WEST SECTION J,0101,101,M,PTA
MAMELODI WEST SECTION K,0101,101,M,PTA
MAMELODI WEST SECTION M,0101,101,M,PTA
MAMELODI WEST SECTION N,0101,101,M,PTA
MAMELODI WEST SECTION O,0101,101,M,PTA
MAMELODI WEST SECTION Q,0101,101,M,PTA
MAMELODI WEST SECTION R,0101,101,M,PTA
MAMELODI WEST SECTION S,0101,101,M,PTA
MAMELODI WEST SECTION V,0101,101,M,PTA
MAMELODI-WES,0101,101,M,PTA
MAMELODI-WES SEKSIE A,0101,101,M,PTA
MAMELODI-WES SEKSIE C,0101,101,M,PTA
MAMELODI-WES SEKSIE D,0101,101,M,PTA
MAMELODI-WES SEKSIE F,0101,101,M,PTA
MAMELODI-WES SEKSIE H,0101,101,M,PTA
MAMELODI-WES SEKSIE J,0101,101,M,PTA
MAMELODI-WES SEKSIE K,0101,101,M,PTA
MAMELODI-WES SEKSIE M,0101,101,M,PTA
MAMELODI-WES SEKSIE N,0101,101,M,PTA
MAMELODI-WES SEKSIE O,0101,101,M,PTA
MAMELODI-WES SEKSIE Q,0101,101,M,PTA
MAMELODI-WES SEKSIE R,0101,101,M,PTA
MAMELODI-WES SEKSIE S,0101,101,M,PTA
MAMELODI-WES SEKSIE V,0101,101,M,PTA
MENLO PARK,0102,102,M,PTA
MENLOPARK,0102,102,M,PTA
MEYERSPARK,0103,103,M,PTA
MONUMENTPARK,0105,105,M,PTA
FIELD POST OFFICE 3,0106,106,M,PTA
BATHO PLAZA,0107,107,M,PTA
THORNTREE,0108,108,M,PTA
RASLOUW,0109,109,M,PTA
ONDERSTEPOORT,0110,110,M,PTA
POLKOL,0111,111,M,PTA
MAMELODI EAST EXT 12,0112,112,M,PTA
MAMELODI EXT 20,0112,112,M,PTA
MAMELODI UIT 20,0112,112,M,PTA
MAMELODI-OOS UIT 12,0112,112,M,PTA
MANDELA VILLAGE,0112,112,M,PTA
NELLMAPIUS EXT 12,0112,112,M,PTA
NELLMAPIUS EXT 13,0112,112,M,PTA
NELLMAPIUS EXT 14,0112,112,M,PTA
NELLMAPIUS UIT 12,0112,112,M,PTA
NELLMAPIUS UIT 13,0112,112,M,PTA
NELLMAPIUS UIT 14,0112,112,M,PTA
RETHABILE,0112,112,M,PTA
MAHUBE VALLEY EXT 21,0116,116,M,PTA
MAHUBEVALLEI UIT 21,0116,116,M,PTA
PRETORIA NORTH,0116,116,M,PTA
PRETORIA-NOORD,0116,116,M,PTA
THE ORCHARDS EXT 47,0116,116,M,PTA
THE ORCHARDS EXT 48,0116,116,M,PTA
THE ORCHARDS EXT 84,0116,116,M,PTA
THE ORCHARDS UIT 47,0116,116,M,PTA
THE ORCHARDS UIT 48,0116,116,M,PTA
THE ORCHARDS UIT 84,0116,116,M,PTA
TSHWANE NORTH,0116,116,M,PTA
TSHWANE-NOORD,0116,116,M,PTA
PRETORIA WEST,0117,117,M,PTA
PRETORIA-WES,0117,117,M,PTA
AMANDASIG,0118,118,M,PTA
AMANDASIG EXT 1,0118,118,M,PTA
AMANDASIG EXT 10,0118,118,M,PTA
AMANDASIG EXT 2,0118,118,M,PTA
AMANDASIG EXT 5,0118,118,M,PTA
AMANDASIG EXT 8,0118,118,M,PTA
AMANDASIG UIT 1,0118,118,M,PTA
AMANDASIG UIT 10,0118,118,M,PTA
AMANDASIG UIT 2,0118,118,M,PTA
AMANDASIG UIT 5,0118,118,M,PTA
AMANDASIG UIT 8,0118,118,M,PTA
CLARINA,0118,118,M,PTA
CLARINA EXT 3,0118,118,M,PTA
CLARINA UIT 3,0118,118,M,PTA
KARENPARK,0118,118,M,PTA
KARENPARK EXT 10,0118,118,M,PTA
KARENPARK EXT 12,0118,118,M,PTA
KARENPARK EXT 19,0118,118,M,PTA
KARENPARK EXT 23,0118,118,M,PTA
KARENPARK EXT 24,0118,118,M,PTA
KARENPARK EXT 5,0118,118,M,PTA
KARENPARK UIT 10,0118,118,M,PTA
KARENPARK UIT 12,0118,118,M,PTA
KARENPARK UIT 19,0118,118,M,PTA
KARENPARK UIT 23,0118,118,M,PTA
KARENPARK UIT 24,0118,118,M,PTA
KARENPARK UIT 5,0118,118,M,PTA
CANDLEWOOD,0119,119,M,PTA
BULTFONTEIN,0120,120,R,RWL
GROOTVLEI,0120,120,R,RWL
MURRAY HEUWEL,0120,120,R,RWL
MURRAY HILL,0120,120,R,RWL
PYRAMID,0120,120,R,RWL
ROOIWAL,0120,120,R,RWL
VASFONTEIN,0120,120,R,RWL
QUEENSWOOD,0121,121,M,PTA
ALASKA,0122,122,M,PTA
IKAGENG,0122,122,M,PTA
IKAGENG EXT 3,0122,122,M,PTA
IKAGENG UIT 3,0122,122,M,PTA
KHUTSONG,0122,122,M,PTA
KHUTSONG EXT,0122,122,M,PTA
KHUTSONG EXT 2,0122,122,M,PTA
KHUTSONG UIT,0122,122,M,PTA
KHUTSONG UIT 2,0122,122,M,PTA
MAHUBE,0122,122,M,PTA
MAHUBE EXT 2,0122,122,M,PTA
MAHUBE UIT 2,0122,122,M,PTA
MAHUBE VALLEI,0122,122,M,PTA
MAHUBE VALLEY,0122,122,M,PTA
MAHUBE VALLEY EXT 1,0122,122,M,PTA
MAHUBE VALLEY EXT 10,0122,122,M,PTA
MAHUBE VALLEY EXT 2,0122,122,M,PTA
MAHUBE VALLEY EXT 20,0122,122,M,PTA
MAHUBE VALLEY EXT 3,0122,122,M,PTA
MAHUBE VALLEY EXT 8,0122,122,M,PTA
MAHUBE VALLEY EXT 9,0122,122,M,PTA
MAHUBE VALLEY OUTLYING,0122,122,M,PTA
MAHUBE VALLEY UIT 1,0122,122,M,PTA
MAHUBE VALLEY UIT 2,0122,122,M,PTA
MAHUBEVALLEI UIT 3,0122,122,M,PTA
MAMELODI,0122,122,M,PTA
MAMELODI BLOCK K,0122,122,M,PTA
MAMELODI BLOK K,0122,122,M,PTA
MAMELODI EAST,0122,122,M,PTA
MAMELODI EAST EXT 10,0122,122,M,PTA
MAMELODI EAST EXT 11,0122,122,M,PTA
MAMELODI EAST EXT 12,0122,122,M,PTA
MAMELODI EAST EXT 13,0122,122,M,PTA
MAMELODI EAST EXT 18,0122,122,M,PTA
MAMELODI EAST EXT 2,0122,122,M,PTA
MAMELODI EAST EXT 22,0122,122,M,PTA
MAMELODI EAST EXT 3,0122,122,M,PTA
MAMELODI EAST EXT 4,0122,122,M,PTA
MAMELODI EAST EXT 5,0122,122,M,PTA
MAMELODI EAST EXT 6,0122,122,M,PTA
MAMELODI EAST EXT 7,0122,122,M,PTA
MAMELODI EAST EXT 8,0122,122,M,PTA
MAMELODI EXT,0122,122,M,PTA
MAMELODI EXT 1,0122,122,M,PTA
MAMELODI EXT 10,0122,122,M,PTA
MAMELODI EXT 11,0122,122,M,PTA
MAMELODI EXT 12,0122,122,M,PTA
MAMELODI EXT 13,0122,122,M,PTA
MAMELODI EXT 14,0122,122,M,PTA
MAMELODI EXT 15,0122,122,M,PTA
MAMELODI EXT 17,0122,122,M,PTA
MAMELODI EXT 18,0122,122,M,PTA
MAMELODI EXT 2,0122,122,M,PTA
MAMELODI EXT 20,0122,122,M,PTA
MAMELODI EXT 22,0122,122,M,PTA
MAMELODI EXT 24,0122,122,M,PTA
MAMELODI EXT 26,0122,122,M,PTA
MAMELODI EXT 28,0122,122,M,PTA
MAMELODI EXT 3,0122,122,M,PTA
MAMELODI EXT 4,0122,122,M,PTA
MAMELODI EXT 5,0122,122,M,PTA
MAMELODI EXT 6,0122,122,M,PTA
MAMELODI EXT 7,0122,122,M,PTA
MAMELODI EXT 8,0122,122,M,PTA
MAMELODI GARDENS,0122,122,M,PTA
MAMELODI GARDENS EXT 1,0122,122,M,PTA
MAMELODI GARDENS EXT 2,0122,122,M,PTA
MAMELODI GARDENS EXT 4,0122,122,M,PTA
MAMELODI SECTION N,0122,122,M,PTA
MAMELODI SEKSIE N,0122,122,M,PTA
MAMELODI SP,0122,122,M,PTA
MAMELODI SUN VALLEY,0122,122,M,PTA
MAMELODI TUINE,0122,122,M,PTA
MAMELODI TUINE UIT 1,0122,122,M,PTA
MAMELODI TUINE UIT 2,0122,122,M,PTA
MAMELODI TUINE UIT 4,0122,122,M,PTA
MAMELODI UIT,0122,122,M,PTA
MAMELODI UIT 12,0122,122,M,PTA
MAMELODI UIT 2,0122,122,M,PTA
MAMELODI UIT 20,0122,122,M,PTA
MAMELODI UIT 3,0122,122,M,PTA
MAMELODI UIT 4,0122,122,M,PTA
MAMELODI UIT 5,0122,122,M,PTA
MAMELODI UIT 6,0122,122,M,PTA
MAMELODI UIT 8,0122,122,M,PTA
MAMELODI WEST,0122,122,M,PTA
MAMELODI WEST SECTION A,0122,122,M,PTA
MAMELODI WEST SECTION C,0122,122,M,PTA
MAMELODI WEST SECTION D,0122,122,M,PTA
MAMELODI WEST SECTION F,0122,122,M,PTA
MAMELODI WEST SECTION G,0122,122,M,PTA
MAMELODI WEST SECTION H,0122,122,M,PTA
MAMELODI WEST SECTION J,0122,122,M,PTA
MAMELODI WEST SECTION K,0122,122,M,PTA
MAMELODI WEST SECTION M,0122,122,M,PTA
MAMELODI WEST SECTION N,0122,122,M,PTA
MAMELODI WEST SECTION O,0122,122,M,PTA
MAMELODI WEST SECTION Q,0122,122,M,PTA
MAMELODI WEST SECTION R,0122,122,M,PTA
MAMELODI WEST SECTION S,0122,122,M,PTA
MAMELODI WEST SECTION U,0122,122,M,PTA
MAMELODI WEST SECTION V,0122,122,M,PTA
MAMELODI-OOS,0122,122,M,PTA
MAMELODI-OOS UIT 10,0122,122,M,PTA
MAMELODI-OOS UIT 11,0122,122,M,PTA
MAMELODI-OOS UIT 12,0122,122,M,PTA
MAMELODI-OOS UIT 13,0122,122,M,PTA
MAMELODI-OOS UIT 18,0122,122,M,PTA
MAMELODI-OOS UIT 2,0122,122,M,PTA
MAMELODI-OOS UIT 22,0122,122,M,PTA
MAMELODI-OOS UIT 3,0122,122,M,PTA
MAMELODI-OOS UIT 4,0122,122,M,PTA
MAMELODI-OOS UIT 5,0122,122,M,PTA
MAMELODI-OOS UIT 6,0122,122,M,PTA
MAMELODI-OOS UIT 7,0122,122,M,PTA
MAMELODI-OOS UIT 8,0122,122,M,PTA
MAMELODI-WES,0122,122,M,PTA
MAMELODI-WES SEKSIE A,0122,122,M,PTA
MAMELODI-WES SEKSIE C,0122,122,M,PTA
MAMELODI-WES SEKSIE D,0122,122,M,PTA
MAMELODI-WES SEKSIE F,0122,122,M,PTA
MAMELODI-WES SEKSIE G,0122,122,M,PTA
MAMELODI-WES SEKSIE H,0122,122,M,PTA
MAMELODI-WES SEKSIE J,0122,122,M,PTA
MAMELODI-WES SEKSIE K,0122,122,M,PTA
MAMELODI-WES SEKSIE M,0122,122,M,PTA
MAMELODI-WES SEKSIE N,0122,122,M,PTA
MAMELODI-WES SEKSIE O,0122,122,M,PTA
MAMELODI-WES SEKSIE Q,0122,122,M,PTA
MAMELODI-WES SEKSIE R,0122,122,M,PTA
MAMELODI-WES SEKSIE S,0122,122,M,PTA
MAMELODI-WES SEKSIE U,0122,122,M,PTA
MAMELODI-WES SEKSIE V,0122,122,M,PTA
MORETELE VIEW,0122,122,M,PTA
NELLMAPIUS,0122,122,M,PTA
NELLMAPIUS EXT 10,0122,122,M,PTA
NELLMAPIUS EXT 11,0122,122,M,PTA
NELLMAPIUS EXT 12,0122,122,M,PTA
NELLMAPIUS EXT 13,0122,122,M,PTA
NELLMAPIUS EXT 14,0122,122,M,PTA
NELLMAPIUS EXT 2,0122,122,M,PTA
NELLMAPIUS EXT 3,0122,122,M,PTA
NELLMAPIUS EXT 4,0122,122,M,PTA
NELLMAPIUS EXT 6,0122,122,M,PTA
NELLMAPIUS EXT 7,0122,122,M,PTA
NELLMAPIUS EXT 8,0122,122,M,PTA
NELLMAPIUS EXT 9,0122,122,M,PTA
NELLMAPIUS UIT 10,0122,122,M,PTA
NELLMAPIUS UIT 12,0122,122,M,PTA
NELLMAPIUS UIT 13,0122,122,M,PTA
NELLMAPIUS UIT 14,0122,122,M,PTA
NELLMAPIUS UIT 2,0122,122,M,PTA
NELLMAPIUS UIT 3,0122,122,M,PTA
NELLMAPIUS UIT 4,0122,122,M,PTA
NELLMAPIUS UIT 6,0122,122,M,PTA
NELLMAPIUS UIT 7,0122,122,M,PTA
NELLMAPIUS UIT 8,0122,122,M,PTA
RETHABILE,0122,122,M,PTA
RETHABILE EXT 4,0122,122,M,PTA
RETHABILE UIT 4,0122,122,M,PTA
STANZA BOPAPE,0122,122,M,PTA
STANZA VILLAGE,0122,122,M,PTA
SUN VALLEY,0122,122,M,PTA
VISTA VIEW,0122,122,M,PTA
SOUTHDOWNS,0123,123,M,PTA
SOUTHDOWNS ESTATE,0123,123,M,PTA
SOUTHDOWNS LANDGOED,0123,123,M,PTA
DENNEBOOM TAXI RANK,0124,124,M,PTA
JEFFERSVILLE,0125,125,S,ATT
PHUMOLONG,0125,125,S,ATT
SAULSVILLE,0125,125,S,ATT
SAULSVILLE EXT 4,0125,125,S,ATT
SAULSVILLE EXT 6,0125,125,S,ATT
SAULSVILLE UIT 4,0125,125,S,ATT
SAULSVILLE UIT 6,0125,125,S,ATT
DIE TREMLOODS,0126,126,M,PTA
THE TRAMSHED,0126,126,M,PTA
SILVERTON,0127,127,M,PTA
SIMFONIE,0128,128,M,PTA
ANNLIN EXT 52,0129,129,M,PTA
ANNLIN UIT 52,0129,129,M,PTA
SINOVILLE,0129,129,M,PTA
CELTIS RIDGE,0130,130,M,PTA
CELTISRIF,0130,130,M,PTA
SOSHANGUVE CENTRAL,0131,131,M,PTA
SUNNYSIDE,0132,132,M,PTA
IRENE FARM VILLAGE,0133,133,M,PTA
TOTIUSDAL,0134,134,M,PTA
WAVERLEY,0135,135,M,PTA
VALHALLA,0137,137,M,PTA
WONDERBOOM JUNCTION,0138,138,M,PTA
VENNING PARK,0139,139,M,PTA
LYTTELTON,0140,140,M,PTA
LYTTELTON MANOR,0140,140,M,PTA
LEBANON,0141,141,M,PTA
BELLE OMBRE,0142,142,M,PTA
THABA TSHWANE,0143,143,M,PTA
VOORTREKKERHOOGTE,0143,143,M,PTA
ECO BOULEVARD,0144,144,M,PTA
RADCLIFFE,0145,145,M,PTA
WATERKLOOF,0145,145,M,PTA
WATERKLOOF VALLEY,0145,145,M,PTA
WATERKLOOFVALLEI,0145,145,M,PTA
WESPARK,0146,146,M,PTA
WEST PARK,0146,146,M,PTA
MAHUBE VALLEI,0147,147,M,PTA
MAHUBE VALLEY,0147,147,M,PTA
UNISARAND,0148,148,M,PTA
AMBERFIELD GLEN,0149,149,S,CNT
CELTISDAL,0149,149,S,CNT
CELTISDAL EXT 25,0149,149,S,CNT
CELTISDAL UIT 25,0149,149,S,CNT
ELDO VIEW,0149,149,S,CNT
ELDOSIG,0149,149,S,CNT
KOSMOSDAL EXT 61,0149,149,S,CNT
KOSMOSDAL UIT 61,0149,149,S,CNT
MNANDI,0149,149,S,CNT
MONAVONI,0149,149,S,CNT
ROOIHUISKRAAL NOORD EXT 19,0149,149,S,CNT
WIERDAPARK,0149,149,S,CNT
WIERDAPARK EXT 1,0149,149,S,CNT
WIERDAPARK EXT 2,0149,149,S,CNT
WIERDAPARK EXT 5,0149,149,S,CNT
WIERDAPARK EXT 6,0149,149,S,CNT
WIERDAPARK UIT 1,0149,149,S,CNT
WIERDAPARK UIT 2,0149,149,S,CNT
WIERDAPARK UIT 5,0149,149,S,CNT
WIERDAPARK UIT 6,0149,149,S,CNT
MAGALIESKRUIN,0150,150,M,PTA
MAGALIESKRUIN EXT 1,0150,150,M,PTA
MAGALIESKRUIN EXT 14,0150,150,M,PTA
MAGALIESKRUIN EXT 57,0150,150,M,PTA
MAGALIESKRUIN EXT 9,0150,150,M,PTA
MAGALIESKRUIN UIT 1,0150,150,M,PTA
MAGALIESKRUIN UIT 14,0150,150,M,PTA
MAGALIESKRUIN UIT 57,0150,150,M,PTA
MAGALIESKRUIN UIT 9,0150,150,M,PTA
MONTANA,0151,151,M,PTA
MONTANA EXT 79,0151,151,M,PTA
MONTANA UIT 79,0151,151,M,PTA
BOSPLAAS MATHABE,0152,152,M,PTA
HEBRON,0152,152,M,PTA
RIETGAT DEPOT,0152,152,M,PTA
SOSHANGUVE,0152,152,M,PTA
SOSHANGUVE 1A,0152,152,M,PTA
SOSHANGUVE A,0152,152,M,PTA
SOSHANGUVE AA,0152,152,M,PTA
SOSHANGUVE B,0152,152,M,PTA
SOSHANGUVE BB EXT 1,0152,152,M,PTA
SOSHANGUVE BLOCK AA,0152,152,M,PTA
SOSHANGUVE BLOCK BB,0152,152,M,PTA
SOSHANGUVE BLOCK CC,0152,152,M,PTA
SOSHANGUVE BLOCK DD,0152,152,M,PTA
SOSHANGUVE BLOCK F,0152,152,M,PTA
SOSHANGUVE BLOCK F WEST,0152,152,M,PTA
SOSHANGUVE BLOCK FF,0152,152,M,PTA
SOSHANGUVE BLOCK G,0152,152,M,PTA
SOSHANGUVE BLOCK GG,0152,152,M,PTA
SOSHANGUVE BLOCK H,0152,152,M,PTA
SOSHANGUVE BLOCK HH,0152,152,M,PTA
SOSHANGUVE BLOCK JJ,0152,152,M,PTA
SOSHANGUVE BLOCK K,0152,152,M,PTA
SOSHANGUVE BLOCK KK,0152,152,M,PTA
SOSHANGUVE BLOCK L,0152,152,M,PTA
SOSHANGUVE BLOCK L EXT 2,0152,152,M,PTA
SOSHANGUVE BLOCK L EXT 3,0152,152,M,PTA
SOSHANGUVE BLOCK L/KK,0152,152,M,PTA
SOSHANGUVE BLOCK L/VV,0152,152,M,PTA
SOSHANGUVE BLOCK LL,0152,152,M,PTA
SOSHANGUVE BLOCK M,0152,152,M,PTA
SOSHANGUVE BLOCK MM,0152,152,M,PTA
SOSHANGUVE BLOCK NN,0152,152,M,PTA
SOSHANGUVE BLOCK P,0152,152,M,PTA
SOSHANGUVE BLOCK PP,0152,152,M,PTA
SOSHANGUVE BLOCK R,0152,152,M,PTA
SOSHANGUVE BLOCK S,0152,152,M,PTA
SOSHANGUVE BLOCK SS,0152,152,M,PTA
SOSHANGUVE BLOCK T,0152,152,M,PTA
SOSHANGUVE BLOCK TT,0152,152,M,PTA
SOSHANGUVE BLOCK UU,0152,152,M,PTA
SOSHANGUVE BLOCK V,0152,152,M,PTA
SOSHANGUVE BLOCK VV,0152,152,M,PTA
SOSHANGUVE BLOCK W,0152,152,M,PTA
SOSHANGUVE BLOCK WW,0152,152,M,PTA
SOSHANGUVE BLOCK X,0152,152,M,PTA
SOSHANGUVE BLOCK XX,0152,152,M,PTA
SOSHANGUVE BLOCK Y,0152,152,M,PTA
SOSHANGUVE BLOK AA,0152,152,M,PTA
SOSHANGUVE BLOK BB,0152,152,M,PTA
SOSHANGUVE BLOK CC,0152,152,M,PTA
SOSHANGUVE BLOK DD,0152,152,M,PTA
SOSHANGUVE BLOK F,0152,152,M,PTA
SOSHANGUVE BLOK F WES,0152,152,M,PTA
SOSHANGUVE BLOK FF,0152,152,M,PTA
SOSHANGUVE BLOK G,0152,152,M,PTA
SOSHANGUVE BLOK GG,0152,152,M,PTA
SOSHANGUVE BLOK H,0152,152,M,PTA
SOSHANGUVE BLOK HH,0152,152,M,PTA
SOSHANGUVE BLOK JJ,0152,152,M,PTA
SOSHANGUVE BLOK K,0152,152,M,PTA
SOSHANGUVE BLOK KK,0152,152,M,PTA
SOSHANGUVE BLOK L,0152,152,M,PTA
